year,type,name,postal_code,num_cardholders,revenue_self_generated,revenue_total_operating,revenue_total_capital,expend_materials,expend_staff,expend_total_operating,num_print_volumes,num_e_book_audio_titles,hoopla,num_e_learning_services,num_took_e_learning_courses,num_workstations_internet,total_direct_circulation,program_attendance,num_tech_programs,ill_num_borrowed,ill_num_lent,num_use_wifi,num_visits_irl,num_visits_websites,population,households
2004,Public or Union Library,Red Rock Twp,P0T2P0,600,977,72841,0,9741,41450,71290,15688,NA,NA,NA,NA,3,11207,565,NA,199,4,0,175,0,1117,507
2004,Public or Union Library,Renfrew,K7V3A9,5603,24670,378838,40087,46140,275651,371210,38957,NA,NA,NA,NA,7,90791,5005,NA,1018,873,0,1247,168,7603,3680
2004,Contracting LSB,Restoule LSB,P0H2R0,0,0,2900,0,0,0,2900,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,591,0
2004,Public or Union Library,Richmond Hill,L4C0H5,123650,281658,6721229,1568230,666556,3896926,6721229,363870,NA,NA,NA,NA,43,1710433,18136,NA,306,816,0,16476,4811,124740,47473
2004,Public or Union Library,Rideau Lakes,K0G1E0,2213,3149,237999,0,36031,144175,233449,36599,NA,NA,NA,NA,9,44967,1371,NA,1254,1077,0,423,53,9206,6994
2004,Contracting LSB,Robinson  LSB,P0P1Y0,0,0,397,0,0,0,397,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,62,0
2004,Contracting LSB,Rossport LSB,P0T2R0,0,0,289,0,0,0,289,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,79,0
2004,Public or Union Library,Russell,K0A1W1,5200,13906,379699,0,36230,266519,370655,36565,NA,NA,NA,NA,11,84751,2522,NA,2057,667,0,737,63,12042,4479
2004,Public or Union Library,Sables-Spanish Rivers Twp,P0P1P0,2070,8696,99821,0,7704,60085,100990,18068,NA,NA,NA,NA,6,14130,37,NA,535,98,0,351,3,2943,1760
2004,First Nations Library,Sagamok Anishnawbek FN,P0P1P0,80,0,16073,0,714,32818,35561,2173,NA,NA,NA,NA,4,1872,55,NA,2,0,0,73,0,1300,0
2004,First Nations Library,Saugeen FN,N0H2L0,220,0,28848,1810,1989,14527,32848,5047,NA,NA,NA,NA,6,246,160,NA,0,0,0,58,0,743,0
2004,Public or Union Library,Sault Ste. Marie,P6A3C3,28718,129409,2675925,0,195146,1956178,2648664,214285,NA,NA,NA,NA,18,659076,10182,NA,1123,1562,0,5566,0,72779,33340
2004,Public or Union Library,Schreiber Twp,P0T2S0,586,1562,152136,0,14811,52386,80295,14260,NA,NA,NA,NA,5,9203,842,NA,33,0,0,126,29,1313,726
2004,Public or Union Library,Scugog Memorial,L9L1A8,12282,36019,459650,25000,77715,273071,449588,50181,NA,NA,NA,NA,7,231175,4754,NA,35,1,0,2361,7115,20367,8145
2004,Contracting LSB,Searchmont & Area LSB,P0S1J0,0,0,859,0,0,0,859,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,365,0
2004,Public or Union Library,Seguin Twp,P2A2W8,2214,4081,97584,0,12485,61693,100005,24162,NA,NA,NA,NA,12,15851,8,NA,294,75,0,179,1424,3340,4551
2004,First Nations Library,Seine River FN,P0W1H0,107,559,24743,0,514,14775,26482,4083,NA,NA,NA,NA,6,408,0,NA,0,0,0,85,0,305,0
2004,First Nations Library,Serpent River FN,P0P1B0,236,576,19129,0,456,15981,19258,5893,NA,NA,NA,NA,6,215,358,NA,19,0,0,30,0,317,0
2004,Public or Union Library,Severn Twp,L0K1E0,2480,4298,185108,10209,10526,65206,178040,19176,NA,NA,NA,NA,4,32426,70,NA,303,0,0,407,0,11200,6382
2004,First Nations Library,Shawanaga FN,P0G1G0,190,0,13669,0,0,13422,18882,2408,NA,NA,NA,NA,4,1780,30,NA,0,0,0,42,20,176,0
2004,Public or Union Library,Shelburne,L0N1S0,5100,10525,207723,135340,32195,123706,207724,30400,NA,NA,NA,NA,7,78104,751,NA,592,491,0,530,0,3886,1703
2004,First Nations Library,Sheshegwaning FN,P0P1X0,70,100,19193,0,0,14170,19670,3030,NA,NA,NA,NA,3,1647,463,NA,0,0,0,69,0,95,0
2004,"County, County co-operative or Regional Municipality Library",Simcoe County Co-operative,L0L1X0,221,3216,381240,0,92913,268667,404262,19958,NA,NA,NA,NA,1,981,0,NA,222,1997,0,36,38,221,221
2004,Public or Union Library,Sioux Lookout,P8T1B3,3621,21958,228494,0,24402,153729,231765,27063,NA,NA,NA,NA,9,42602,1601,NA,287,332,0,814,402,4464,2395
2004,Public or Union Library,Sioux Narrows Nestor Falls Twp,P0X1N0,356,100,14330,0,4093,7661,13703,9690,NA,NA,NA,NA,1,3234,0,NA,0,0,0,42,0,681,1231
2004,First Nations Library,Six Nations FN,N0A1M0,1045,1365,144054,0,29326,63186,151286,15500,NA,NA,NA,NA,10,10750,1025,NA,95,12,0,275,0,11244,0
2004,Public or Union Library,Smith-Ennismore-Lakefield,K0L1H0,7142,56155,303518,0,69801,135738,304382,66902,NA,NA,NA,NA,12,170675,4233,NA,685,1213,0,1139,489,15833,7989
2004,Public or Union Library,Smiths Falls,K7A2B9,6199,19112,313716,11053,36043,213882,304423,50895,NA,NA,NA,NA,5,85198,4680,NA,825,812,0,687,0,8407,4126
2004,Public or Union Library,Smooth Rock Falls,P0L2B0,602,0,70395,52500,8568,40022,61113,14264,NA,NA,NA,NA,6,38000,0,NA,0,0,0,86,12,1672,779
2004,Public or Union Library,South Algonquin Twp,K0J2M0,698,159,40835,0,4007,16560,40429,20709,NA,NA,NA,NA,6,6317,924,NA,98,0,0,120,0,1194,1193
2004,Public or Union Library,South River-Machar Union,P0A1X0,1645,1720,54449,0,7436,30526,58908,11263,NA,NA,NA,NA,5,6659,214,NA,494,132,0,99,0,1737,1322
2004,Public or Union Library,Southgate Twp.,N0C1B0,1094,2242,79512,6235,7734,39259,78926,11722,NA,NA,NA,NA,8,17795,215,NA,232,305,0,175,6,6253,2776
2004,Public or Union Library,Springwater Twp,L0L1X0,5857,16669,388739,0,35633,233128,388739,40984,NA,NA,NA,NA,10,107319,3512,NA,1429,340,0,849,282,15466,6085
2004,Public or Union Library,St. Catharines,L2R7K2,73148,252684,4646496,0,678233,2885154,4489156,327585,NA,NA,NA,NA,57,1279515,11283,NA,1653,3155,0,11179,4320,124091,56614
2004,Public or Union Library,St. Charles,P0M2W0,300,1944,58051,0,3528,22712,32621,6949,NA,NA,NA,NA,6,9157,413,NA,416,0,0,99,0,1280,874
2004,Public or Union Library,St. Joseph Twp,P0R1J0,1200,497,30643,4000,5033,17925,35176,6108,NA,NA,NA,NA,6,9506,0,NA,189,0,0,109,0,1122,938
2004,Public or Union Library,St. Marys,N4X1B4,4354,13834,382691,0,54120,222274,344483,32793,NA,NA,NA,NA,5,105285,3759,NA,1237,778,0,1489,151,6169,2675
2004,Public or Union Library,St. Thomas,N5P3Z7,11669,45172,1521732,42930,162719,1161181,1497357,139849,NA,NA,NA,NA,11,375072,8604,NA,1783,981,0,4252,183,31546,14531
2004,Public or Union Library,Stirling-Rawdon Twp,K0K3E0,2769,936,126029,3300,17084,83861,133546,26410,NA,NA,NA,NA,4,31866,1382,NA,444,467,0,339,0,4448,1941
2004,"County, County co-operative or Regional Municipality Library","Stormont, Dundas & Glengarry County",K6J3P2,13846,17309,1268747,0,88442,833667,1268747,158887,NA,NA,NA,NA,50,177045,8219,NA,2353,1716,0,2502,80133,61265,26241
2004,Public or Union Library,Stratford,N5A1A2,13324,114218,1592374,175095,140983,1166189,1592374,104858,NA,NA,NA,NA,15,380060,5387,NA,7129,7570,0,4240,4822,28617,13161
2004,Public or Union Library,Sundridge-Strong Union,P0A1Z0,1355,5504,62874,7000,7830,27376,55544,11380,NA,NA,NA,NA,3,16535,0,NA,352,116,0,154,48,2164,1375
2004,Contracting Municipality,Tarbutt & Tarbutt Additional Twp,P0R1E0,0,0,1901,0,0,0,1901,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,407,399
2004,Public or Union Library,Tay Twp,L0K1R0,2613,5045,274617,13500,16437,201808,258165,41608,NA,NA,NA,NA,11,57721,1785,NA,511,1,0,700,0,9232,4789
2004,Public or Union Library,Tehkummah Twp,P0P2C0,365,1720,14438,0,526,4218,14438,6645,NA,NA,NA,NA,1,6628,71,NA,173,0,0,38,0,350,357
2004,Public or Union Library,Temagami,P0H2H0,377,743,45044,6100,1656,25857,35344,9239,NA,NA,NA,NA,5,7992,203,NA,153,0,0,121,10,799,1410
2004,First Nations Library,Temagami FN,P0H1C0,67,1000,14760,0,975,13251,15482,60,NA,NA,NA,NA,8,1500,40,NA,0,0,0,75,70,211,0
2004,Public or Union Library,"Temiskaming Shores, City of",P0J1K0,7587,11625,348148,45686,35345,257030,348148,75876,NA,NA,NA,NA,14,142255,1146,NA,1286,857,0,1320,64,10125,4661
2004,Public or Union Library,Terrace Bay Twp,P0T2W0,1353,3155,164874,9122,15197,120250,164873,19522,NA,NA,NA,NA,7,17180,687,NA,337,0,0,289,0,1889,903
2004,Contracting Municipality,The Archipelago Twp,P2A1T4,0,0,15072,0,0,0,15072,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,548,3191
2004,Public or Union Library,The Nation,K0C2B0,1551,3485,201755,12000,38336,126069,192633,42648,NA,NA,NA,NA,14,32062,321,NA,212,163,0,297,0,10187,3931
2004,First Nations Library,Thessalon FN,P0R1L0,80,135,23594,0,297,22754,26471,940,NA,NA,NA,NA,5,1500,700,NA,0,0,0,40,0,85,0
2004,Public or Union Library,Thessalon Union,P0R1L0,801,1586,35709,0,4573,17748,31343,9583,NA,NA,NA,NA,6,16784,121,NA,81,0,0,92,51,1293,624
2004,Contracting Municipality,Thornloe,P0J1E0,0,0,248,0,0,0,248,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,110,49
2004,Public or Union Library,Thorold,L2V1Y8,6218,26453,474214,35000,62180,314561,483469,81438,NA,NA,NA,NA,13,120464,1741,NA,469,1762,0,1729,297,17646,7443
2004,Public or Union Library,Thunder Bay,P7B1A9,42893,178797,4762677,348948,408728,3455859,4760485,310901,NA,NA,NA,NA,59,933547,23337,NA,1299,2641,0,12771,5032,102617,48664
2004,Public or Union Library,Tillsonburg,N4G4S7,5670,45985,270102,14000,54962,143551,263611,38205,NA,NA,NA,NA,4,134861,389,NA,1020,735,0,1484,99,13522,6358
2004,Public or Union Library,Timmins,P4N8A4,15551,21744,1014013,1860582,74936,783412,1014013,82550,NA,NA,NA,NA,14,142175,3961,NA,2768,672,0,2451,131,43024,19024
2004,Contracting Municipality,Tiny Twp,L0L2J0,0,0,103675,0,0,0,103675,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,9498,8799
2004,Public or Union Library,Toronto,M4W2G8,855840,5640577,156391658,11803566,14269728,114354267,156391676,5892326,NA,NA,NA,NA,1348,29127337,463918,NA,4893,8030,0,338416,399826,2125394,983757
2004,Public or Union Library,Trent Hills,K0L1L0,8683,10066,299409,9974,40835,165108,329575,42351,NA,NA,NA,NA,16,98656,2786,NA,1852,0,0,1230,6,11739,6512
2004,Public or Union Library,Tudor & Cashel Twp,K0L1W0,167,778,12525,0,1199,3606,10228,5363,NA,NA,NA,NA,2,1080,0,NA,0,0,0,25,0,572,781
2004,Public or Union Library,Tweed,K0K3J0,2096,1201,74254,0,13092,42553,74626,21494,NA,NA,NA,NA,5,19899,310,NA,270,154,0,411,3,5153,2926
2004,Public or Union Library,Tyendinaga Twp,K0K3A0,850,1870,64581,0,4127,40767,55937,14240,NA,NA,NA,NA,3,11710,756,NA,58,80,0,0,0,3524,1377
2004,Public or Union Library,Uxbridge Twp,L9P1P7,13197,35549,610436,11367,82412,401863,620304,63384,NA,NA,NA,NA,8,119089,3418,NA,1131,897,0,2779,581,17603,6508
2004,Public or Union Library,Val Rita-Harty Twp,P0L2G0,156,695,24053,0,3861,15979,24355,10854,NA,NA,NA,NA,5,11037,48,NA,18,0,0,81,0,1000,413
2004,Public or Union Library,Vaughan,L4J8C1,122607,199556,8165896,3471362,679709,5186973,8165896,424523,NA,NA,NA,NA,99,1646237,57539,NA,261,1476,0,22185,4786,186015,64774
2004,Contracting LSB,Wabigoon LSB,P0V2W0,0,0,845,0,0,0,845,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,427,0
2004,First Nations Library,Wahta Mohawk FN,P0C1A0,60,0,22460,0,318,14970,22460,4000,NA,NA,NA,NA,3,2329,648,NA,0,0,0,156,0,173,0
2004,Public or Union Library,Wainfleet Twp,L0S1V0,1286,13799,248945,0,27495,172651,253491,28890,NA,NA,NA,NA,6,32062,2382,NA,397,451,0,338,37,6214,3055
2004,Public or Union Library,Wasaga Beach,L9Z1A5,8000,13048,234727,0,47131,140470,229785,23077,NA,NA,NA,NA,5,77097,1836,NA,508,569,0,440,0,11766,9079
2004,First Nations Library,Wasauksing FN,P2A2X4,1028,0,23398,0,600,14000,19856,3647,NA,NA,NA,NA,2,17496,80,NA,0,0,0,161,0,373,0
2004,Public or Union Library,Waterloo City,N2L5E2,53730,165852,3143563,1136000,438132,2077178,3155968,205982,NA,NA,NA,NA,32,1091998,8763,NA,1235,2214,0,8643,7277,91412,37352
2004,"County, County co-operative or Regional Municipality Library",Waterloo Region,N2G4J3,16842,31787,1579882,209320,76744,1046180,1624366,167328,NA,NA,NA,NA,36,350146,11372,NA,2707,1028,0,3305,1105,50231,18025
2004,First Nations Library,"Wauzhushk Onigum FN, Anishinabe of",P9N3X8,10,0,27737,0,3199,25480,37986,492,NA,NA,NA,NA,15,0,75,NA,0,0,0,8,0,317,0
2004,Public or Union Library,Wawa,P0S1K0,1400,1831,106472,0,13255,74761,100928,13723,NA,NA,NA,NA,4,27742,540,NA,53,157,0,495,0,3211,1743
2004,Public or Union Library,Welland,L3B6J1,16047,146101,1685658,0,132542,1233643,1673103,107601,NA,NA,NA,NA,13,280030,6451,NA,1046,932,0,3021,1022,47161,21051
2004,"County, County co-operative or Regional Municipality Library",Wellington County,N1M2W3,32390,199285,2825723,550237,414332,1831921,2825723,292016,NA,NA,NA,NA,60,784352,15255,NA,1580,1571,0,12750,0,75272,30397
2004,Public or Union Library,West Grey,N0G1R0,2615,7593,190501,1000,27387,108981,200719,43760,NA,NA,NA,NA,17,58067,1022,NA,844,340,0,607,0,11242,5310
2004,Public or Union Library,West Lincoln Twp,L0R2A0,7411,0,208435,50000,33700,122205,208435,60481,NA,NA,NA,NA,10,99979,3306,NA,300,0,0,777,0,11746,4248
2004,Public or Union Library,West Nipissing,P2B1T1,6204,8597,360988,0,43174,229754,373735,51799,NA,NA,NA,NA,20,44265,55,NA,421,284,0,780,27,12874,7065
2004,Public or Union Library,West Perth Twp,N0K1N0,1566,10832,173211,0,36658,77952,183711,15419,NA,NA,NA,NA,2,44618,1152,NA,6092,2913,0,433,0,8722,3360
2004,Public or Union Library,Westport,K0G1X0,522,4569,16241,0,346,12707,27362,11278,NA,NA,NA,NA,2,9034,0,NA,232,12,0,87,0,594,363
2004,Public or Union Library,Whitby,L1N6A1,58874,86454,2725580,391120,222590,2031869,2849059,164615,NA,NA,NA,NA,24,737105,13458,NA,1117,2848,0,7302,4036,93756,33923
2004,Public or Union Library,Whitchurch-Stouffville,L4A4K1,11605,29887,730693,0,70144,513329,746226,78702,NA,NA,NA,NA,15,135659,6540,NA,642,716,0,2393,3590,20417,7956
2004,Public or Union Library,White River Twp,P0M3G0,184,716,35829,0,9015,13910,34005,9330,NA,NA,NA,NA,4,5421,118,NA,29,0,0,61,0,889,476
2004,First Nations Library,Whitefish Lake FN,P0M2M0,362,0,44206,0,3000,13000,36484,3000,NA,NA,NA,NA,6,3500,200,NA,0,0,0,80,0,364,0
2004,First Nations Library,Whitefish River FN,P0P1A0,175,0,46724,0,7413,27099,41953,5300,NA,NA,NA,NA,4,3120,1263,NA,13,0,0,66,0,335,0
2004,Public or Union Library,Whitestone-Hagerman Memorial,P0A1G0,421,1700,45280,0,6929,24899,43710,9657,NA,NA,NA,NA,9,8603,25,NA,73,0,0,91,5,728,1634
2004,Public or Union Library,Whitewater Region,K0J1C0,1512,6362,79571,0,16583,35117,61742,29542,NA,NA,NA,NA,11,19069,125,NA,314,0,0,262,0,6192,3238
2004,First Nations Library,Wikwemikong FN,P0P2J0,429,0,90145,3950,9030,35898,56672,5123,NA,NA,NA,NA,5,1873,472,NA,89,0,0,137,0,2963,0
2004,Public or Union Library,Windsor,N9A4M9,90371,237124,8299035,0,676954,5390585,7949668,563524,NA,NA,NA,NA,160,1395246,38905,NA,2389,4205,0,17198,7794,207959,91899
2004,Public or Union Library,Wollaston and Limerick Union,K0L1P0,319,234,17693,0,2053,13408,18550,4599,NA,NA,NA,NA,3,6802,160,NA,255,0,0,105,0,950,1334
2004,Public or Union Library,Woodstock,N4S4G7,12200,62470,1458700,0,133112,967334,1459204,129780,NA,NA,NA,NA,14,333394,11928,NA,1127,2393,0,5133,1438,31766,14102
2003,Public or Union Library,Addington Highlands Twp,K0H1P0,572,1247,41767,0,5397,13489,35262,14079,NA,NA,NA,NA,3,5072,49,NA,58,0,0,68,0,2112,2462
2003,Contracting Municipality,Adjala-TosorontioTwp,L9R1V1,0,0,34090,0,0,0,34090,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,9750,3889
2003,Public or Union Library,Admaston - Bromley Public Library,K0J1S0,425,235,15841,10000,2200,3787,19468,5910,NA,NA,NA,NA,4,13800,750,NA,0,0,0,239,0,2793,1274
2003,Public or Union Library,Ajax,L1S2H8,47410,103396,2399695,156013,227681,1777191,2380240,168083,NA,NA,NA,NA,33,603216,14163,NA,549,586,0,6656,0,66958,24845
2003,First Nations Library,Alderville FN,K0K2X0,173,500,31947,4178,1792,17275,31947,3620,NA,NA,NA,NA,3,4425,320,NA,37,0,0,74,0,287,0
2003,Public or Union Library,Alfred & Plantagenet Twp,K0B1J0,2581,4187,142166,0,20702,57254,137273,33633,NA,NA,NA,NA,23,34484,346,NA,239,0,0,346,39,8290,3514
2003,First Nations Library,Algonquins of Pikwakanagon FN,K0J1X0,370,0,28284,65000,2479,20303,24984,2731,NA,NA,NA,NA,7,678,39,NA,0,0,0,88,0,409,0
2003,Public or Union Library,Alnwick/Haldimand Twp,K0K2G0,1329,1538,108358,0,35166,44228,106973,27315,NA,NA,NA,NA,4,30757,314,NA,655,0,0,271,0,5392,2883
2003,Contracting Municipality,Amaranth Twp,L9W2Z3,0,0,82293,0,0,0,82293,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,3413,1279
2003,Public or Union Library,Armstrong Twp,P0J1E0,920,2051,37537,0,5208,15477,25461,10478,NA,NA,NA,NA,8,66370,0,NA,0,0,0,140,33,1345,525
2003,Public or Union Library,Arnprior,K7S1R6,5300,54525,238996,0,44175,156020,238469,51257,NA,NA,NA,NA,3,122648,6000,NA,387,864,0,1702,46,6596,3140
2003,Public or Union Library,Asphodel-Norwood Twp,K0L2V0,1700,4400,73438,7896,15129,40394,76836,22035,NA,NA,NA,NA,9,20552,1136,NA,266,175,0,256,0,3692,1679
2003,Public or Union Library,Assiginack Twp,P0P1N0,695,0,30569,0,6740,14861,30804,13844,NA,NA,NA,NA,3,23644,332,NA,71,1,0,59,0,803,756
2003,Public or Union Library,Athens Twp.,K0E1B0,327,623,28336,0,4646,8936,26226,9597,NA,NA,NA,NA,3,7688,100,NA,265,0,0,101,0,2805,1305
2003,Public or Union Library,Atikokan Twp,P0T1C0,2884,7665,196409,16511,18005,113924,222716,34905,NA,NA,NA,NA,13,63024,1625,NA,139,474,0,548,80,3400,1649
2003,Public or Union Library,Augusta Twp,K6V5T2,854,195,151329,0,14273,77528,129332,17462,NA,NA,NA,NA,6,25919,297,NA,161,0,0,242,0,7261,2917
2003,First Nations Library,Aundeck-Omni-Kaning FN,P0P1K0,35,571,31071,0,526,14353,31071,3586,NA,NA,NA,NA,8,250,86,NA,8,0,0,35,0,308,0
2003,Public or Union Library,Aurora,L4G1M1,29021,79768,1733475,0,238869,1150820,1732193,141830,NA,NA,NA,NA,17,487519,5303,NA,917,1733,0,6923,2108,36483,13732
2003,Contracting LSB,Aweres LSB,P6A5K7,0,0,3264,0,0,0,3264,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,1602,0
2003,Contracting Municipality,Baldwin Twp,P0P1M0,0,0,1694,0,0,0,1694,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,592,347
2003,Public or Union Library,Bancroft,K0L1C0,2316,4388,102696,0,12844,58291,95703,17430,NA,NA,NA,NA,4,26004,370,NA,247,0,0,335,3,3571,1905
2003,Public or Union Library,Barrie,L4M1L6,89078,292985,3296445,0,632986,1902132,3342562,200251,NA,NA,NA,NA,27,1401121,16509,NA,3065,2307,0,17966,6342,91022,40683
2003,First Nations Library,Beausoleil FN,L0K1C0,500,0,30727,3500,0,24627,30727,3399,NA,NA,NA,NA,5,3235,1080,NA,0,0,0,98,0,590,0
2003,Contracting Municipality,Beckwith Twp,K7C3P2,0,0,67099,0,0,0,67099,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,5404,2581
2003,Public or Union Library,Belleville,K8N3B1,12877,69424,1258702,371,114450,811259,1319490,96054,NA,NA,NA,NA,17,296946,7154,NA,1500,1714,0,2657,0,42855,20377
2003,First Nations Library,Big Grassy FN,P0W1J0,150,0,22558,0,1592,16966,22558,3624,NA,NA,NA,NA,8,1300,2000,NA,0,0,0,45,0,266,0
2003,Public or Union Library,Billings Twp,P0P1J0,289,5500,30713,0,8148,6200,20539,5935,NA,NA,NA,NA,2,6368,15,NA,102,0,0,34,0,508,598
2003,First Nations Library,Bkejwanong FN,N8A4K9,683,1602,77235,157092,3861,43423,70424,8834,NA,NA,NA,NA,10,571,242,NA,0,0,0,225,0,2146,0
2003,Public or Union Library,Black River-Matheson Twp,P0K1N0,2065,3613,82233,0,11855,44013,67149,11930,NA,NA,NA,NA,5,14355,3500,NA,155,0,0,286,8,2918,1438
2003,Public or Union Library,Blind River,P0R1B0,952,3180,106148,0,15731,71672,104141,16773,NA,NA,NA,NA,4,16966,59,NA,505,44,0,421,13,3400,2410
2003,Public or Union Library,"Blue Mountains, The Town of",N0H2P0,3895,42093,306112,19564,32554,185040,305519,36555,NA,NA,NA,NA,10,67475,2335,NA,804,742,0,704,0,5443,5610
2003,Public or Union Library,Bonfield,P0H1E0,701,0,37180,0,5040,25025,36349,12379,NA,NA,NA,NA,6,8177,7,NA,212,0,0,114,12,2119,986
2003,Public or Union Library,Bonnechere Union,K0J1T0,2238,2590,83281,0,21219,38033,81412,13707,NA,NA,NA,NA,5,18763,773,NA,309,0,0,257,20,5891,3889
2003,Public or Union Library,Bracebridge,P1L2B5,11564,23587,595233,55300,55833,351703,598344,55622,NA,NA,NA,NA,7,114633,2268,NA,1854,658,0,2696,1018,12133,7558
2003,Public or Union Library,Bradford West Gwillimbury,L3Z0J2,10535,38946,641338,0,94702,487087,796698,58622,NA,NA,NA,NA,5,140258,4911,NA,408,490,0,2144,0,20513,7388
2003,Public or Union Library,Brampton,L6W3L6,111396,467252,9781492,1627271,1093718,6565999,10599276,529248,NA,NA,NA,NA,77,2718967,43859,NA,2348,1660,0,40781,0,280101,102573
2003,Public or Union Library,Brant County,N3L1K7,9438,42891,892212,0,69314,555159,887597,74139,NA,NA,NA,NA,21,173658,11201,NA,1879,501,0,1525,0,29361,11733
2003,Public or Union Library,Brantford,N3T2G8,57016,153449,3664039,145196,438092,2426075,3664039,201637,NA,NA,NA,NA,24,717181,9673,NA,1416,283,0,9750,1478,79463,35299
2003,Public or Union Library,Brighton,K0K1H0,4493,8508,162168,0,24069,96121,133606,31790,NA,NA,NA,NA,5,69765,2346,NA,1272,574,0,699,106,8184,4011
2003,LSB Library,Britt-Byng Inlet LSB,P0G1A0,230,0,3868,0,1848,0,2391,5168,NA,NA,NA,NA,3,9732,0,NA,26,0,0,134,0,940,0
2003,Public or Union Library,Brock Twp,L0K1A0,4290,3904,338912,0,44277,179792,328769,49230,NA,NA,NA,NA,28,67466,1452,NA,636,21,0,753,215,11744,4905
2003,Public or Union Library,Brockville,K6V5T7,5348,54600,613050,0,53594,418335,596235,73881,NA,NA,NA,NA,9,210835,4061,NA,767,1204,0,2971,473,19970,10262
2003,"County, County co-operative or Regional Municipality Library",Bruce County,N0H2C6,31000,49219,2023207,0,182324,1331017,1979111,153165,NA,NA,NA,NA,54,406628,7030,NA,2308,1430,0,3793,21715,60554,35666
2003,Public or Union Library,Bruce Mines & Plummer Additional Union,P0R1C0,1118,6851,85415,0,14558,48160,80561,7372,NA,NA,NA,NA,5,10798,387,NA,267,0,0,135,128,1228,819
2003,Contracting Municipality,"Brudenell, Lyndoch & Raglan Twp",K0J2E0,0,0,4584,0,0,0,4584,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,1584,1082
2003,Public or Union Library,"Burk's Falls, Armour & Ryerson Union",P0A1C0,1248,3342,80068,0,8658,41439,67775,13341,NA,NA,NA,NA,6,15775,565,NA,453,0,0,149,0,2689,2157
2003,Public or Union Library,Burlington,L7R1J4,71900,255851,5847077,9531100,603508,4349067,5873306,336806,NA,NA,NA,NA,46,1641416,36250,NA,1823,2281,0,15450,8951,140288,59774
2003,Public or Union Library,Caledon Town,L7C0H3,34296,64412,1693321,483850,248608,1205480,1880521,128340,NA,NA,NA,NA,52,189576,8625,NA,953,2374,0,3015,2834,44820,17335
2003,Public or Union Library,"Callander, Municipality of",P0H1H0,1632,1543,56800,0,5719,42045,58179,9003,NA,NA,NA,NA,5,11554,581,NA,171,8,0,139,0,3052,1419
2003,Contracting Municipality,Calvin Twp,P0H1V0,0,0,1177,0,0,0,1677,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,622,259
2003,Public or Union Library,Cambridge,N1S2K6,32836,363644,3815431,296363,515385,2582506,3814441,285162,NA,NA,NA,NA,27,1038898,29986,NA,1894,2604,0,18064,2577,103425,41436
2003,Public or Union Library,Carleton Place,K7C2T3,3640,11364,276755,24513,46045,173938,260204,53366,NA,NA,NA,NA,3,105264,642,NA,1145,525,0,1087,0,8310,3663
2003,Contracting Municipality,Carling Twp,P0G1G0,0,0,17669,0,0,0,17669,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,1031,1587
2003,Public or Union Library,Carlow Mayo,K0L1C0,241,94,12090,0,2517,7976,13231,6515,NA,NA,NA,NA,7,4845,30,NA,55,2,0,125,0,795,637
2003,LSB Library,Cartier LSB,P0M1J0,75,0,1012,0,62,752,875,7110,NA,NA,NA,NA,0,2080,0,NA,25,0,0,20,0,380,0
2003,Contracting Municipality,Casey Twp,P0J1A0,0,0,1381,0,0,0,1381,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,396,152
2003,Public or Union Library,Casselman,K0A1M0,2522,7440,94245,0,15250,54974,92010,21490,NA,NA,NA,NA,4,19767,0,NA,39,0,0,142,0,2835,1183
2003,Public or Union Library,Cavan Monaghan Libraries,L0A1G0,2271,5426,155599,0,24005,88077,140605,21830,NA,NA,NA,NA,13,58148,2530,NA,147,419,0,345,10,7735,3003
2003,Public or Union Library,Central Manitoulin Twp,P0P1S0,1879,3794,41362,0,6762,27411,40335,15505,NA,NA,NA,NA,5,10524,0,NA,175,9,0,116,0,1775,1465
2003,Public or Union Library,Centre Hastings,K0K2K0,1921,1725,53914,0,7385,28891,53636,15896,NA,NA,NA,NA,4,22816,355,NA,567,153,0,195,0,3750,1894
2003,Contracting Municipality,Chamberlain Twp,P0J1H0,0,0,4611,0,0,0,4611,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,342,159
