year,type,name,postal_code,num_cardholders,revenue_self_generated,revenue_total_operating,revenue_total_capital,expend_materials,expend_staff,expend_total_operating,num_print_volumes,num_e_book_audio_titles,hoopla,num_e_learning_services,num_took_e_learning_courses,num_workstations_internet,total_direct_circulation,program_attendance,num_tech_programs,ill_num_borrowed,ill_num_lent,num_use_wifi,num_visits_irl,num_visits_websites,population,households
2017,Public or Union Library,Thunder Bay,P7B1A9,26140,89287,6181970,760000,481607,4907900,6452837,191590,78657,1,1,80,61,698662,40515,56,1063,2487,2460,8800,16423,107909,50388
2017,Public or Union Library,Timmins,P4N8A4,10199,27513,1685229,55238,97667,1216720,1685227,120739,85160,0,0,0,40,89584,13876,80,1352,1517,307,2637,585,41788,19689
2017,Contracting Municipality,Tiny Twp,L0L2J0,0,0,181434,0,0,0,181434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11787,9712
2017,Public or Union Library,Toronto,M4W2G8,937518,7152021,200042497,24233888,19696313,140520084,197574975,9685753,195606,1,9,133342,1930,30098890,958731,1316,2087,4140,99084,347401,554249,2876095,1171813
2017,Public or Union Library,Trent Hills,K0L1L0,6091,12052,558249,0,42339,303022,554616,50728,78657,0,0,0,22,74388,5865,790,2206,1800,755,391,587,12900,6883
2017,Public or Union Library,Trent Lakes,K0L1J0,2937,10385,207079,0,18356,154340,208746,20882,78657,0,0,0,11,32742,2786,250,143,277,38,92,0,5397,6956
2017,Public or Union Library,Tudor & Cashel Twp,K0L1W0,205,0,9101,0,2967,4889,8547,6484,0,0,0,0,5,1326,0,0,0,0,2,28,0,586,265
2017,Public or Union Library,Tweed,K0K3J0,2100,4463,172841,0,9493,133151,184214,17345,78657,0,0,0,10,26508,2484,115,451,910,36,479,210,6044,2570
2017,Public or Union Library,Tyendinaga Twp,K0K3A0,697,4500,133879,0,13500,65577,135370,27887,78657,0,0,0,5,11280,1696,0,402,0,55,83,55,4297,1631
2017,Public or Union Library,Uxbridge Twp,L9P1P7,12562,34379,886201,0,64322,571054,842566,56450,78768,0,1,12,19,189793,7780,50,1794,1008,64,826,302,21176,8068
2017,Public or Union Library,Val Rita-Harty Twp,P0L2G0,170,10,50109,0,11320,28612,53313,9563,4994,0,0,0,4,4713,35,0,0,0,4,39,0,762,330
2017,Public or Union Library,Vaughan,L6A4W2,129741,367243,17393273,0,500135,13003600,17366075,483371,9125,1,11,1160,163,3193819,114962,438,358,1233,11554,31914,27884,334499,94255
2017,First Nations Library,Wahta Mohawk FN,P0C1A0,30,0,16790,0,1199,13000,18968,7075,78657,0,0,0,3,625,405,0,0,0,3,7,0,157,0
2017,Public or Union Library,Wainfleet Twp,L0S1V0,3040,5874,454769,0,45357,339587,453648,25890,86062,0,0,0,6,44834,5199,19,477,653,43,446,512,6372,3202
2017,Public or Union Library,Wasaga Beach,L9Z2K5,10462,13234,606059,4252,48687,482309,608052,19624,12606,0,3,4,5,96189,5828,149,2757,842,130,1027,551,20675,13027
2017,First Nations Library,Wasauksing FN,P2A2X4,326,0,14398,0,1610,14329,15939,9149,78657,0,0,0,3,8697,672,40,0,0,180,102,30,422,0
2017,Public or Union Library,Waterloo City,N2L5E2,61158,185097,6178733,304181,845543,3963109,6160376,320358,34876,0,2,2235,149,1523387,42525,136,1640,1610,4565,14138,12256,140108,49193
2017,"County, County co-operative or Regional Municipality Library",Waterloo Region,N3A3H4,15733,29264,2936756,415850,208313,2093332,2864566,143773,42821,1,1,216,38,390695,28802,254,4862,3858,255,2865,4138,67910,23811
2017,Public or Union Library,Wawa,P0S1K0,1372,5629,206434,0,9827,151505,207875,13675,70101,0,0,0,3,22198,1702,51,244,188,18,180,0,2905,1451
2017,Public or Union Library,Welland,L3B6J1,12658,43190,2428929,0,267385,1549899,2254945,106787,84118,1,0,0,39,232712,15874,83,2228,3230,1230,4541,1892,52293,22490
2017,"County, County co-operative or Regional Municipality Library",Wellington County,N1M1N5,28496,149444,6698532,290000,653495,4073165,6698532,257931,79900,0,0,0,217,874413,48799,283,4395,3058,1119,11735,2488,98400,34050
2017,Public or Union Library,West Grey Twp,N0G1R0,1881,6983,333045,3527,33437,209625,345445,25246,78657,0,0,0,10,50402,3153,51,1817,1449,27,529,414,12286,5812
2017,Public or Union Library,West Lincoln Twp,L0R2A0,1806,3994,512561,168741,40875,302123,463971,38999,78657,0,0,0,11,59569,3502,39,359,113,53,452,335,14500,5320
2017,Public or Union Library,West Nipissing,P2B1T1,3550,11078,522228,0,48296,348249,515203,57758,89159,0,0,0,29,59085,727,1,530,667,5,975,152,14364,7861
2017,Public or Union Library,West Perth,N0K1N0,1691,8329,251974,0,29266,160345,251974,17327,33812,0,0,0,4,52595,3592,3,11830,7183,10,448,334,8865,3365
2017,Public or Union Library,Westport,K0G1X0,308,6693,45665,0,3015,24399,40572,14623,78657,0,0,0,3,6923,216,0,220,441,5,56,1,590,388
2017,Public or Union Library,Whitby,L1N6A1,48200,180763,6041736,0,682072,4041019,5739576,235478,12378,1,1,492,76,1422007,37224,295,1537,2020,3385,16713,7419,134800,44196
2017,Public or Union Library,Whitchurch-Stouffville,L4A4K1,29967,35169,1846002,0,83802,1088836,1846002,79790,96165,0,2,12,12,151772,23261,36,1054,28,1,1174,6205,45837,15712
2017,Public or Union Library,White River Twp,P0M3G0,535,1279,59847,2500,14107,26404,63343,12725,78657,0,0,0,6,5283,1164,2,30,186,10,64,0,645,411
2017,First Nations Library,Whitefish River FN,P0P1A0,50,0,44689,0,1040,25938,28999,2000,0,0,0,0,3,200,0,0,0,0,23,60,59,434,0
2017,Public or Union Library,Whitestone-Hagerman Memorial,P0A1G0,1340,13387,135109,0,8656,70892,116786,12114,78657,0,0,0,7,28843,942,20,18,133,77,184,25,1030,1678
2017,Public or Union Library,Whitewater Region,K0J1C0,1377,10492,84717,0,16830,45641,83897,28416,78616,0,0,0,9,18508,169,0,719,395,5,132,0,5920,3536
2017,First Nations Library,Wikwemikong FN,P0P2J0,773,0,79256,0,7571,64821,91802,8220,0,0,0,0,8,786,1405,21,25,0,40,67,0,3269,0
2017,Public or Union Library,Windsor,N9A4M9,41594,204807,9109479,114173,1094370,6213862,9039344,300627,30573,1,1,1218,106,1107228,46426,178,2396,5903,2880,14975,24413,217188,99233
2017,Public or Union Library,Wollaston,K0L1P0,475,338,40290,0,2196,25057,38358,6410,78657,0,0,0,4,7145,203,1,403,0,15,75,1,670,791
2017,Public or Union Library,Woodstock,N4S4G7,12964,35816,2453125,56312,268500,1818073,2419230,91342,79353,1,0,0,17,476147,22951,132,941,4145,503,7398,5249,40902,17534
2016,Public or Union Library,Addington Highlands Twp,K0H1P0,972,1323,80877,5462,12151,53081,87955,10624,0,0,NA,NA,12,10443,194,0,103,0,19,112,125,1755,2756
2016,Contracting Municipality,Adjala-TosorontioTwp,L9R1V1,0,0,30695,0,0,0,30695,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,10975,4087
2016,Public or Union Library,Admaston/Bromley Twp,K0J1S0,400,6168,32715,0,5973,13644,26985,8774,70495,0,NA,NA,6,9581,272,0,171,0,14,166,12,2935,1288
2016,Public or Union Library,Ajax,L1S2H8,35209,118752,4757587,0,609083,3381633,4561859,142620,25439,1,NA,NA,39,791331,30397,317,2030,1176,9159,9457,2412,124400,38590
2016,Contracting Municipality,Alberton Twp,P9A3M2,0,0,3500,0,0,0,3500,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,969,366
2016,First Nations Library,Alderville FN,K0K2X0,272,0,26670,0,1553,17848,26670,5736,70361,0,NA,NA,3,665,0,0,69,0,0,23,0,312,0
2016,Public or Union Library,Alfred & Plantagenet Twp,K0B1J0,1680,7521,364242,54497,5886,208848,293451,55506,74603,0,NA,NA,25,36300,992,0,390,0,5,450,419,9680,4218
2016,First Nations Library,Algonquins of Pikwakanagan FN,K0J1X0,56,0,32857,0,7066,21316,32857,5256,0,0,NA,NA,7,676,139,0,0,0,0,27,0,461,0
2016,Public or Union Library,Alnwick/Haldimand Twp,K0K2G0,1753,2631,203230,0,34132,132296,203230,28087,75220,0,NA,NA,12,28464,477,11,771,496,532,216,0,6869,3271
2016,Contracting Municipality,Amaranth Twp,L9W0M6,0,0,101916,0,0,0,96811,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,3421,1435
2016,Contracting Municipality,Archipelago Twp,P2A1T4,0,0,22278,0,0,0,22278,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,592,3332
2016,Public or Union Library,Armstrong Twp,P0J1E0,281,1572,62175,0,6675,43968,58074,10886,0,0,NA,NA,4,8053,326,1,53,129,1,108,5,1216,507
2016,Public or Union Library,Arnprior,K7S1R6,4702,51201,483568,0,47292,369181,479851,48873,70361,0,NA,NA,9,131034,8659,148,855,1731,261,1987,742,8795,3925
2016,Public or Union Library,Asphodel-Norwood,K0L2V0,725,8111,155761,0,12190,89641,131959,17992,70364,0,NA,NA,8,8714,1662,45,250,752,7,124,147,4041,1567
2016,Public or Union Library,Assiginack Twp,P0P1N0,828,625,44552,12134,2264,32477,38172,11554,0,0,NA,NA,3,12066,575,3,175,0,15,44,0,1013,421
2016,Public or Union Library,Athens Twp,K0E1B0,591,3176,52776,0,7318,21622,48628,8706,70361,0,NA,NA,5,7033,1007,4,344,103,14,91,413,3013,1336
2016,First Nations Library,Atikameksheng Anishnawbek Band No. 6 FN,P0M2M0,500,0,14002,0,0,28169,41420,20,0,0,NA,NA,4,100,1236,0,0,0,50,100,100,385,0
2016,Public or Union Library,Atikokan,P0T1C0,1494,7977,272326,0,22579,152208,253155,31229,70361,0,NA,NA,7,14649,3190,5,176,399,114,297,51,2753,1305
2016,Public or Union Library,Augusta Twp,K6V5T2,2483,5499,124247,0,20336,64565,122024,24864,70361,0,NA,NA,5,21764,817,5,167,0,11,209,0,7353,3004
2016,First Nations Library,Aundeck-Omni-Kaning FN,P0P1K0,63,0,16373,0,0,13000,15528,20,0,0,NA,NA,4,171,171,2,0,0,40,45,0,373,0
2016,Public or Union Library,Aurora,L4G1M1,26797,74742,3638088,675000,405456,2822665,3742900,132685,181907,1,NA,NA,28,685462,15480,58,1144,1685,864,4567,5357,56200,17955
2016,Contracting LSB,Aweres LSB,P6A5K7,0,0,3264,0,0,0,3264,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,680,0
2016,Contracting Municipality,Baldwin Twp,P0P1M0,0,0,1694,0,0,0,3388,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,620,277
2016,Public or Union Library,Bancroft Town,K0L1C0,3351,4798,160909,44106,14406,92562,131532,19815,70361,0,NA,NA,6,22537,736,0,178,452,43,228,85,3881,2030
2016,Public or Union Library,Barrie,L4N0C2,39325,260232,8081845,0,906824,5153417,8382475,208910,137631,1,NA,NA,61,1518309,36182,116,3226,4421,1127,7366,14940,141434,53636
2016,First Nations Library,Beausoleil First Nation Public Library,L9M0A9,341,0,68458,0,0,46261,68458,7137,0,0,NA,NA,7,2100,674,0,2,0,45,80,2,639,0
2016,Contracting Municipality,Beckwith Twp,K7C3P2,0,0,105615,0,0,0,105615,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,7644,3179
2016,Public or Union Library,Belleville,K8N3B1,21338,71121,2240959,0,197725,1602242,2168522,91121,0,1,NA,NA,20,351300,14020,27,1782,2745,314,4123,3166,50716,22744
2016,First Nations Library,Big Grassy FN,P0W1J0,281,0,34756,0,351,36857,37208,8579,0,0,NA,NA,7,989,459,0,0,0,100,60,0,252,0
2016,First Nations Library,Biigtigong Nishnaabeg,P0T1R0,125,0,16749,0,1157,13000,16835,1842,0,0,NA,NA,4,2480,58,0,0,0,0,62,0,534,0
2016,Public or Union Library,Billings Twp,P0P1J0,400,3578,29357,0,7751,11137,30653,6110,70361,0,NA,NA,2,3461,18,1,187,0,13,26,0,502,318
2016,First Nations Library,Bkejwanong FN,N8A4K9,656,6702,107002,27557,4166,64063,96435,12690,0,0,NA,NA,11,1301,1223,6,2,0,76,329,7,2349,0
2016,Public or Union Library,Black River-Matheson Twp,P0K1N0,874,1222,101548,0,17325,59794,95028,11789,74563,0,NA,NA,9,8511,663,6,102,167,25,86,6,2247,1461
2016,Public or Union Library,Blind River,P0R1B0,1960,6080,141678,0,20303,74157,120483,18225,72856,0,NA,NA,7,16883,1269,0,706,722,26,327,90,2472,2419
2016,Public or Union Library,Bonfield,P0H1E0,338,90,85805,0,16714,57680,85260,10411,70486,0,NA,NA,5,9302,441,1,403,117,15,114,64,1975,1052
2016,Public or Union Library,Bonnechere Union,K0J1T0,2099,4052,235556,0,19992,168000,221222,16645,68695,0,NA,NA,8,25386,2827,98,559,114,105,583,1245,5617,4025
2016,Public or Union Library,Bracebridge,P1L2B5,7857,21487,806148,0,82831,554474,903135,45145,70483,0,NA,NA,9,144795,6384,20,1931,1438,84,1665,969,14941,8965
2016,Public or Union Library,Bradford West Gwillimbury Town,L3Z0J2,21849,78926,2164865,0,196127,1478893,2181129,94491,33129,0,NA,NA,10,265657,25533,95,1103,1706,699,3235,2095,34266,12031
2016,Public or Union Library,Brampton,L6W3L6,152710,526833,14943072,0,2491414,10842762,16862153,415169,41724,0,NA,NA,321,4459048,110849,369,1991,4386,14612,40160,67604,593638,168120
2016,Public or Union Library,Brant County,N3L1K7,11827,27750,1853234,22000,253232,1305246,1852882,108779,8706,1,NA,NA,22,340865,23725,16,2774,3349,582,3099,15255,31030,14260
2016,Public or Union Library,Brantford,N3T2G8,11367,133944,5054250,93929,623898,3176464,4992641,200225,35019,0,NA,NA,29,618478,39394,115,2104,2047,777,8547,5221,97496,40587
2016,Public or Union Library,Brighton Public Library Board,K0K1H0,6738,12054,448038,0,53323,323582,551996,27474,70437,0,NA,NA,10,119933,3616,3,3055,1568,99,754,1589,11844,5099
2016,LSB Library,Britt Area,P0G1A0,172,0,4334,0,3541,0,4785,7460,12,0,NA,NA,6,19364,26,0,0,0,124,283,0,940,0
2016,Public or Union Library,Brock Twp,L0K1A0,2718,7152,633419,0,73010,425439,591204,49423,70569,0,NA,NA,34,49452,3497,96,1357,1033,93,879,851,11642,5175
2016,Public or Union Library,Brockville,K6V5T7,7706,52944,1000082,0,60781,600093,1000063,41435,70966,1,NA,NA,19,148916,11605,233,3196,2050,1111,2590,1922,21346,10794
2016,"County, County co-operative or Regional Municipality Library",Bruce County,N0H2C6,25424,52532,3424341,64033,378852,2305808,3427413,133679,70361,0,NA,NA,70,478532,21146,250,4925,3597,1151,3861,2063,61119,36620
2016,Public or Union Library,Bruce Mines & Plummer Additional Union,P0R1C0,560,1345,130415,0,2900,74997,128735,36,0,0,NA,NA,13,7176,1765,12,257,386,44,175,65,1226,842
2016,Contracting Municipality,"Brudenell, Lyndoch & Raglan Twp",K0J2E0,0,0,6584,0,0,0,6584,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1403,1162
2016,Public or Union Library,"Burk's Falls, Armour & Ryerson Union",P0A1C0,1803,3925,152316,0,11721,96222,140282,11161,70361,0,NA,NA,7,23165,845,1,732,256,13,303,118,3043,2170
2016,Public or Union Library,Burlington,L7R1J4,69216,274735,10845614,865249,1064687,8024154,10873549,320944,70361,1,NA,NA,141,1853035,58662,204,3991,3077,12873,22192,18512,175438,71618
2016,Public or Union Library,Caledon,L7C0H3,14024,39257,2907642,520295,451010,2432225,3352156,97592,143525,1,NA,NA,71,417298,19233,85,3085,3512,839,2850,2763,74534,23825
2016,Public or Union Library,Callander,P0H1H0,1527,5469,348374,7614,18247,205104,263251,10665,80780,0,NA,NA,7,21526,3306,416,745,186,23,274,71,3863,1769
2016,Contracting Municipality,"Calvin, Municipality of",P0H1V0,0,0,1177,0,0,0,1177,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,516,251
2016,Public or Union Library,Cambridge,N1S2K6,44316,287632,6381097,272081,615454,4582437,6376207,222434,31762,0,NA,NA,59,1078555,65877,8,3515,2516,2495,9375,13658,133900,49400
2016,Public or Union Library,Carleton Place,K7C2T3,6658,32742,435643,0,61025,268864,405009,47386,74659,0,NA,NA,6,132748,6230,46,1817,1678,111,849,419,10644,4462
2016,Contracting Municipality,Carling Twp,P2A1E3,0,0,42139,0,0,0,42139,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1125,2283
2016,Public or Union Library,Carlow/Mayo Public Library,K0L1C0,434,303,24878,0,3920,12180,21745,5701,70361,0,NA,NA,4,2056,42,0,0,0,1,24,0,864,627
2016,LSB Library,Cartier,P0M1J0,42,0,3512,0,2500,0,2500,50,150,0,NA,NA,1,1100,1,0,0,0,0,6,0,300,0
2016,Contracting Municipality,Casey Twp,P0J1A0,0,0,1762,0,0,0,1762,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,370,157
2016,Public or Union Library,Casselman,K0A1M0,1081,3124,188974,0,6781,104294,124902,23110,3524,0,NA,NA,6,9311,30,0,17,0,16,376,20362,3100,1535
2016,Public or Union Library,"Cavan Monaghan Public Library Board, Township of",L0A1G0,4060,8965,296538,0,35198,225226,309680,29392,80750,0,NA,NA,14,44930,3763,0,456,1731,214,496,1750,8829,3399
2016,Public or Union Library,Central Manitoulin Twp,P0P1S0,2660,0,96497,0,16297,69911,98622,485,0,0,NA,NA,11,15969,316,1,165,0,9,489,8,2084,1629
2016,Public or Union Library,Centre Hastings,K0K2K0,1485,2004,143338,0,7714,81637,137352,16678,70361,0,NA,NA,6,18367,570,0,1003,903,472,248,76,4774,2340
2016,Contracting Municipality,Chamberlain Twp,P0J1H0,0,0,7281,0,0,0,7281,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,332,165
2016,Public or Union Library,Champlain Twp,K0B1R0,1379,5544,193861,0,43492,107420,176193,17104,74603,0,NA,NA,7,23365,2207,1,603,756,8,319,88,7554,4052
2016,Public or Union Library,Chapleau Twp,P0M1K0,447,1503,130107,0,14195,103240,130040,18969,74603,0,NA,NA,3,3810,111,1,337,265,12,52,0,1964,1022
2016,Contracting Municipality,Chapple Twp,P0W1A0,0,0,3703,0,0,0,3703,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,638,313
2016,Contracting Municipality,"Charlton and Dack, Municipality of",P0J1H0,0,0,12686,0,0,0,12686,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,686,266
2016,Public or Union Library,Chatham-Kent,N7M2G6,23066,83162,4289031,6002,654892,2972290,4275259,295908,84325,1,NA,NA,73,819728,21338,99,798,2649,1370,7085,21391,102042,47889
2016,First Nations Library,Chippewas of Georgina Island FN,L0E1R0,212,0,71304,0,3000,33297,71304,5148,70361,0,NA,NA,4,5629,5605,0,0,0,15,52,0,205,0
2016,First Nations Library,Chippewas of Kettle & Stony Point FN,N0N1J1,397,769,44978,0,3936,36945,44978,1450,0,0,NA,NA,2,263,627,2,0,0,43,64,0,1330,0
2016,First Nations Library,Chippewas of Nawash FN,N0H2T0,131,0,21836,0,1600,13000,21505,100,0,0,NA,NA,2,1920,160,0,0,0,3,25,0,718,0
2016,First Nations Library,Chippewas of Rama FN,L3V6H6,835,0,229731,0,9173,170058,229731,19100,0,0,NA,NA,21,6640,17737,5,0,0,10,527,0,718,0
2016,First Nations Library,Chippewas of the Thames FN,N0L1Y0,50,0,15918,0,186,18434,20700,4059,0,0,NA,NA,8,103,1523,2,0,0,8,500,0,986,0
2016,Public or Union Library,Clarence-Rockland,K4K1C3,6962,12245,638039,0,58220,400054,641804,41641,74563,0,NA,NA,7,70567,5146,0,996,681,214,1679,297,24512,9639
2016,Public or Union Library,"Clarington, Municipality of",L1C1T7,39113,110446,3157139,245000,425895,2309427,3414217,111896,79421,0,NA,NA,57,732419,23340,96,3348,2231,3312,9517,14345,92013,33328
2016,Public or Union Library,Clearview Twp,L0M1S0,2462,18767,730957,12750,61634,563562,730957,52770,12145,0,NA,NA,18,364217,6088,1,1150,955,236,809,350,14151,6207
2016,Public or Union Library,Cobalt Twp,P0J1C0,908,1699,80490,0,6801,48989,79856,1980,0,0,NA,NA,7,3000,752,1,35,6,72,3809,86,1128,624
2016,Public or Union Library,Cobourg,K9A5P4,10796,46457,1274838,36128,79022,930520,1320435,56257,73972,0,NA,NA,26,226902,11924,283,1650,1345,270,3044,0,19440,8958
2016,Public or Union Library,Cochrane Public Library Board,P0L1C0,2007,13051,431034,0,27259,302292,433064,28181,64361,0,NA,NA,11,38876,4610,43,678,438,370,863,67,4331,2659
2016,Contracting Municipality,Coleman Twp,P0J1C0,0,0,1498,0,0,0,1498,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,521,393
2016,Public or Union Library,Collingwood,L9Y0W6,9866,44451,1646529,9884,92461,1100253,1646530,54191,12145,0,NA,NA,20,252726,8835,129,4061,2207,628,6247,1599,21793,11617
2016,Contracting Municipality,Conmee Twp,P0T1W0,0,0,1225,0,0,0,1225,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,819,327
2016,Public or Union Library,Cornwall,K6H1Y2,12167,83091,2274378,250000,214061,1551095,2223080,130586,15683,0,NA,NA,21,290117,14614,4,3510,2534,42,4217,3619,46340,21871
2016,Public or Union Library,Cramahe Twp,K0K1S0,2420,4693,240737,0,37734,149387,240737,27250,70361,0,NA,NA,11,57769,3256,23,1035,441,289,492,255,6355,2570
2016,First Nations Library,Curve Lake FN,K0L1R0,271,0,18885,25000,1963,33000,41675,5070,70361,0,NA,NA,5,1000,82,0,6,0,4,25,0,786,0
2016,Contracting LSB,Dawson LSB,P0P1R0,0,0,274,0,0,0,274,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,28,0
2016,Contracting Municipality,Dawson Twp,P0W1L0,0,0,4650,0,0,0,4650,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,563,328
2016,Public or Union Library,Deep River,K0J1P0,2897,0,390589,0,53391,284372,390568,56653,70361,0,NA,NA,6,67215,3020,0,1089,1236,125,1215,1279,4193,1949
2016,First Nations Library,Delaware FN,N0P2K0,377,0,16912,0,0,13000,16322,31,1,0,NA,NA,2,104,26,0,0,0,6,6,0,155,0
2016,Public or Union Library,Deseronto,K0K1X0,1000,11526,140289,0,7973,85684,131904,32594,70361,0,NA,NA,16,13340,1132,0,188,0,120,190,70,1645,716
2016,First Nations Library,Dokis FN,P0M2N1,150,0,19406,0,1500,31998,41818,4385,2649,0,NA,NA,6,1180,55,1,12,0,28,113,40,174,0
2016,Public or Union Library,Dorion Twp,P0T1K0,320,160,36910,0,4000,24982,37570,10611,0,0,NA,NA,4,5125,290,0,181,0,7,75,0,316,174
2016,Public or Union Library,Douro-Dummer Twp,K0L1S0,407,1074,43849,0,11730,60720,104940,13036,70361,0,NA,NA,6,8934,1314,0,245,240,73,118,63,5959,3612
2016,Public or Union Library,Dryden,P8N2A7,2483,18454,400115,0,48494,261274,378622,29698,70361,0,NA,NA,7,69982,3537,0,1152,702,173,1279,315,7749,3541
2016,Public or Union Library,Dubreuilville Twp,P0S1B0,365,360,11693,0,8461,5562,14590,0,25407,0,NA,NA,4,2600,0,0,0,0,20,50,0,613,310
2016,Public or Union Library,Ear Falls Twp,P0V1T0,248,3024,115649,0,8884,71882,107883,141,70361,0,NA,NA,7,3383,531,30,70,227,0,21,0,995,565
2016,Public or Union Library,East Ferris,P0H1B0,1890,1363,132285,0,13717,92842,131521,11630,74065,0,NA,NA,6,14950,1139,0,235,0,2,219,0,4766,2136
2016,Contracting Municipality,East Garafraxa Twp,L0N1G0,0,0,42450,0,0,0,39257,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,2278,1043
2016,Public or Union Library,East Gwillimbury,L9N1P2,6848,25393,1549131,75000,200958,1115331,1553953,52789,311081,1,NA,NA,29,130492,13378,99,1111,1815,1549,1686,3320,23991,8279
2016,Contracting Municipality,East Hawkesbury Twp,K0B1P0,0,0,15835,0,0,0,15836,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,3051,1480
2016,Public or Union Library,Edwardsburgh/Cardinal Twp,K0E1X0,840,980,122871,60000,20584,89844,123796,34194,70361,0,NA,NA,13,20899,851,2,329,0,12,235,227,7093,3110
2016,"County, County co-operative or Regional Municipality Library",Elgin County,N5R5V1,11184,37012,2695195,73572,300287,1840866,2695188,198787,85685,0,NA,NA,49,244005,22399,378,3770,2155,294,4693,2960,50069,19499
2016,Public or Union Library,Elizabethtown - Kitley,K0E1A0,1630,0,105030,0,15974,58279,109334,39320,67630,0,NA,NA,11,14247,1564,40,166,1,8,134,0,9854,4072
2016,Public or Union Library,Elliot Lake,P5A1M7,2346,10356,487384,0,51826,297497,488703,246,70560,0,NA,NA,6,73010,3036,0,241,615,12,821,325,10741,6374
2016,Public or Union Library,Emo Twp,P0W1E0,1968,14110,82820,0,12282,55765,91127,12796,70361,0,NA,NA,2,14386,174,0,346,334,2,130,0,1333,517
2016,Public or Union Library,Englehart,P0J1H0,1600,9394,104855,0,11210,70148,100579,207,70361,0,NA,NA,8,20037,2031,4,333,0,25,300,88,1519,752
2016,Public or Union Library,Espanola,P5E1S4,4397,12952,351068,0,35951,276452,351068,37922,70361,0,NA,NA,7,40903,1585,4,367,805,92,1580,0,5364,2442
2016,Public or Union Library,Essa,L0M1B1,3841,21223,702306,5000,104888,470896,788617,59128,12145,0,NA,NA,32,163120,11124,76,1123,1053,360,2493,738,21083,6759
2016,"County, County co-operative or Regional Municipality Library",Essex County,N8M1Y3,31246,110758,4367881,0,756533,2204378,4234121,338644,137869,1,NA,NA,78,586748,12261,7,381,1701,393,3725,2045,181530,70410
2016,Contracting Municipality,Evanturel Twp,P0J1H0,0,0,9557,0,0,0,9557,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,452,211
2016,Contracting Municipality,Faraday Twp,K0L1C0,0,0,22595,0,0,0,22595,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1468,1465
2016,Public or Union Library,Fauquier-Strickland Twp,P0L1G0,468,3861,68639,0,2226,34280,49342,92,100,0,NA,NA,6,6382,37,6,55,0,4,42,1,536,387
2016,Public or Union Library,Fort Erie,L2A2M1,9200,40936,1558032,0,170466,1039059,1525012,118026,70361,1,NA,NA,44,193183,6786,11,1892,2806,156,3472,903,30710,15452
2016,Public or Union Library,Fort Frances,P9A0A2,4075,37443,642557,29633,52414,412865,597502,52847,72121,0,NA,NA,47,83377,13580,95,428,935,208,2087,357,7739,3815
2016,Public or Union Library,French River,P0M2N0,2539,0,152231,0,9556,109723,141805,281,70361,1,NA,NA,24,34382,1454,8,141,11,33,169,34,2555,2560
2016,Public or Union Library,Front of Yonge Twp,K0E1R0,517,1181,61314,0,11147,28795,60952,10021,70361,0,NA,NA,3,6658,686,0,236,0,6,81,11,2752,1210
2016,Public or Union Library,Gananoque,K7G2Y5,3416,1304,213779,47491,24853,131732,208000,17143,70361,0,NA,NA,7,29727,1411,20,479,536,6,259,175,5159,2528
2016,First Nations Library,Garden River FN,P6A5K9,148,0,21314,0,5573,15741,21314,3679,8955,0,NA,NA,6,964,214,0,0,0,20,38,6,1239,0
2016,Public or Union Library,Georgian Bay Twp,P0E1E0,1739,7879,197525,0,21948,118264,184648,19649,70361,0,NA,NA,10,27541,1326,4,329,98,49,145,212,2063,5690
2016,Public or Union Library,Georgina,L4P3P7,14431,56486,2285005,73335,180847,1578622,2284993,115522,274698,1,NA,NA,34,262662,17529,27,1939,2756,652,3914,484,50771,18874
2016,Contracting Municipality,Gillies Twp,P0T1W0,0,0,984,0,0,0,984,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,401,195
2016,LSB Library,Gogama LSB,P0M1W0,520,0,5063,0,580,0,1330,280,0,0,NA,NA,2,450,0,0,0,10,38,44,0,475,0
2016,Public or Union Library,Gore Bay Union,P0P1H0,522,2245,52395,3368,3742,31540,52993,14670,70361,0,NA,NA,3,7200,0,0,347,0,8,76,0,1688,815
